11000,2977,424,431,3832,19
11000,3121,423,449,3993,19
11000,3108,424,455,3987,19
11000,3425,430,442,4297,19
11000,2995,430,438,3863,19
11500,3607,441,452,4500,19
11500,3027,441,450,3918,19
11500,3238,442,455,4135,19
11500,3051,442,455,3948,19
11500,3553,449,454,4456,19
12000,3278,605,586,4469,21
12000,3162,497,641,4300,21
12000,3649,475,474,4598,21
12000,3989,474,473,4936,21
12000,3152,466,473,4091,21
12500,3643,479,492,4614,21
12500,3357,485,493,4335,21
12500,3360,572,647,4579,21
12500,4739,606,489,5834,26
12500,4995,498,505,5998,26
13000,3867,519,512,4898,26
13000,3614,496,622,4732,26
13000,3488,498,511,4497,26
13000,3559,503,508,4570,26
13000,3473,505,621,4599,26
13500,3751,747,825,5323,28
13500,4106,526,528,5160,28
13500,3939,518,527,4984,28
13500,3690,652,537,4879,28
13500,3632,519,714,4865,28
14000,3818,540,551,4909,28
14000,5132,940,763,6835,28
14000,5122,534,577,6233,28
14000,3929,557,551,5037,28
14000,4484,542,545,5571,28
14500,3950,556,573,5079,28
14500,4025,564,577,5166,28
14500,3921,560,1022,5503,28
14500,3952,564,693,5209,28
14500,5315,620,657,6592,28
15000,4089,598,624,5311,28
15000,4061,705,586,5352,28
15000,4261,583,583,5427,28
15000,4093,612,592,5297,28
15000,4122,582,595,5299,28
15500,4697,589,608,5894,28
15500,4217,595,606,5418,28
15500,5861,604,700,7165,28
15500,4581,596,607,5784,28
15500,4334,601,605,5540,28
16000,4636,615,621,5872,28
16000,4370,615,623,5608,28
16000,4613,616,644,5873,23
16000,4968,616,634,6218,23
16000,4595,634,627,5856,23
16500,4930,632,660,6222,23
16500,4929,760,657,6346,23
16500,4513,634,768,5915,23
16500,4557,633,686,5876,23
16500,4572,636,832,6040,23
17000,4830,1080,719,6629,23
17000,7210,932,943,9085,23
17000,4737,651,669,6057,23
17000,5020,652,661,6333,23
17000,5945,842,695,7482,23
17500,4934,675,891,6500,23
17500,4910,674,674,6258,23
17500,5214,668,678,6560,23
17500,4805,673,672,6150,23
17500,4817,875,671,6363,23
18000,5277,694,691,6662,23
18000,5232,692,805,6729,23
18000,5098,958,806,6862,23
18000,5598,738,692,7028,23
18000,5003,698,691,6392,23
18500,5278,712,772,6762,23
18500,5276,711,712,6699,23
18500,5837,711,713,7261,23
18500,5698,713,716,7127,23
18500,5248,940,832,7020,23
19000,5951,726,766,7443,23
19000,6158,726,735,7619,23
19000,5610,735,734,7079,23
19000,5657,731,769,7157,23
19000,5386,735,772,6893,23
19500,5950,1023,791,7764,23
19500,5482,745,760,6987,22
19500,6260,785,758,7803,22
19500,6267,860,763,7890,22
19500,6485,824,807,8116,22
20000,6384,806,774,7964,23
20000,6088,767,783,7638,23
20000,6946,797,787,8530,23
20000,5774,775,780,7329,23
20000,5826,796,780,7402,23
20500,5949,789,815,7553,23
20500,6008,1084,811,7903,23
20500,7530,1205,1044,9779,23
20500,6020,787,810,7617,23
20500,6141,786,795,7722,23
21000,5953,809,819,7581,24
21000,6004,852,914,7770,24
21000,6216,821,819,7856,24
21000,6799,806,835,8440,24
21000,6214,802,858,7874,24
21500,6387,889,836,8112,25
21500,6102,826,833,7761,25
21500,6098,824,847,7769,25
21500,6116,852,833,7801,25
21500,6451,847,834,8132,25
22000,6390,846,860,8096,25
22000,9335,1083,893,11311,25
22000,6450,1184,881,8515,25
22000,6337,849,856,8042,25
22000,6366,845,876,8087,25
22500,7221,871,873,8965,30
22500,7076,863,874,8813,30
22500,6865,865,871,8601,30
22500,6696,933,872,8501,30
22500,6857,862,923,8642,30
23000,7025,957,916,8898,30
23000,6727,883,904,8514,30
23000,6663,882,895,8440,30
23000,6576,882,893,8351,30
23000,6835,1007,913,8755,30
23500,6800,926,913,8639,31
23500,8113,904,916,9933,31
23500,6976,902,997,8875,31
23500,6831,953,970,8754,31
23500,7042,905,933,8880,31
24000,7230,923,930,9083,31
24000,7176,926,934,9036,31
24000,6864,925,937,8726,31
24000,7372,923,956,9251,31
24000,7188,922,934,9044,31
24500,7402,1075,957,9434,30
24500,7178,967,959,9104,30
24500,7395,935,950,9280,30
24500,7577,958,1070,9605,25
24500,7892,968,962,9822,25
25000,7380,962,978,9320,25
25000,7603,962,1001,9566,25
25000,7480,1182,1121,9783,25
25000,8236,1069,988,10293,25
25000,7461,1070,1002,9533,25
25500,7569,980,995,9544,25
25500,7505,979,990,9474,25
25500,7546,981,989,9516,25
25500,7840,998,991,9829,25
25500,8050,980,995,10025,25
26000,8473,992,1008,10473,25
26000,8251,1000,1013,10264,25
26000,9534,996,1213,11743,25
26000,8257,994,1076,10327,25
26000,9057,1070,1225,11352,25
26500,7920,1065,1031,10016,25
26500,7555,985,1000,9540,25
26500,7662,1011,998,9671,25
26500,8026,988,999,10013,25
26500,9783,1234,1247,12264,25
27000,11466,1525,1330,14321,25
27000,10188,1340,1272,12800,29
27000,9915,1258,1584,12757,29
27000,10162,1834,1726,13722,29
27000,11465,1197,1049,13711,29
27500,9209,1030,1227,11466,28
27500,9118,1288,1038,11444,28
27500,9678,1298,1449,12425,28
27500,9824,1430,1553,12807,28
27500,8572,1039,1069,10680,28
28000,8144,1052,1069,10265,28
28000,7957,1044,1263,10264,28
28000,9359,1058,1070,11487,28
28000,9587,1044,1057,11688,28
28000,8556,1039,1058,10653,28
28500,8945,1387,1334,11666,28
28500,8611,1062,1074,10747,28
28500,9878,1098,1126,12102,28
28500,10080,1091,1464,12635,28
28500,8615,1059,1083,10757,28
29000,8479,1079,1100,10658,27
29000,10961,1319,1159,13439,27
29000,8742,1076,1210,11028,27
29000,9974,1317,1166,12457,27
29000,9333,1597,1740,12670,27
29500,10006,1174,1143,12323,27
29500,11539,1644,1898,15081,27
29500,10442,1566,1433,13441,27
29500,10298,1132,1142,12572,27
29500,9911,1224,1377,12512,27
30000,10703,1129,1173,13005,27
30000,9048,1149,1340,11537,27
30000,8844,1307,1168,11319,27
30000,8794,1165,1178,11137,27
30000,8795,1136,1176,11107,27
30500,9881,1178,1398,12457,27
30500,8925,1232,1182,11339,27
30500,9297,1170,1219,11686,27
30500,9077,1165,1203,11445,27
30500,9956,1166,1238,12360,27
31000,11322,1185,1209,13716,22
31000,10101,1187,1215,12503,22
31000,10025,1210,1196,12431,22
31000,9414,1290,1200,11904,22
31000,9557,1200,1242,11999,22
31500,9507,1195,1213,11915,22
31500,9970,1220,1215,12405,22
31500,9680,1203,1218,12101,22
31500,9479,1205,1291,11975,22
31500,9446,1200,1213,11859,22
32000,9506,1238,1240,11984,22
32000,10937,1252,1566,13755,22
32000,10151,1218,1236,12605,22
32000,9814,1223,1234,12271,22
32000,10111,1218,1616,12945,22
32500,10247,1240,1251,12738,22
32500,10654,1246,1255,13155,22
32500,10130,1469,1254,12853,22
32500,9687,1243,1257,12187,22
32500,9820,1241,1255,12316,22
33000,10218,1257,1269,12744,22
33000,10081,1311,1322,12714,27
33000,10157,1272,1425,12854,27
33000,10559,1458,1312,13329,27
33000,10447,1262,1268,12977,27
33500,10204,1277,1317,12798,27
33500,10361,1278,1496,13135,27
33500,10402,1272,1288,12962,27
33500,10183,1306,1287,12776,27
33500,11262,1755,1307,14324,27
34000,12608,1370,1391,15369,27
34000,10966,1305,1311,13582,27
34000,10737,1300,1320,13357,27
34000,11216,1306,2100,14622,27
34000,10522,1705,1641,13868,27
34500,10913,1333,1747,13993,27
34500,10645,1315,1332,13292,27
34500,10335,1317,1323,12975,27
34500,10481,1378,1950,13809,27
34500,11032,1318,1339,13689,29
35000,12708,1333,1344,15385,30
35000,10560,1394,1353,13307,30
35000,10916,1362,1361,13639,30
35000,10656,1379,1353,13388,30
35000,10571,1361,1341,13273,30
35500,11216,1451,1370,14037,30
35500,10668,1355,1369,13392,30
35500,11242,1355,1376,13973,30
35500,15709,1698,1482,18889,30
35500,10992,1447,1582,14021,30
36000,11355,1378,1389,14122,30
36000,11136,1538,1385,14059,30
36000,11327,1372,1402,14101,30
36000,10956,1549,1391,13896,30
36000,11780,1370,1390,14540,30
36500,11959,1389,1840,15188,31
36500,11203,1920,1392,14515,21
36500,11529,1390,1397,14316,21
36500,12250,1392,1391,15033,21
36500,11548,1407,1543,14498,21
37000,12024,1506,1416,14946,21
37000,11514,1410,1427,14351,21
37000,11873,1406,1516,14795,21
37000,11481,1435,2186,15102,21
37000,11579,1548,1430,14557,21
37500,12013,1434,1441,14888,20
37500,11796,1437,1945,15178,20
37500,12198,2356,1437,15991,20
37500,12223,1432,1451,15106,20
37500,11891,1464,1461,14816,20
38000,11494,1447,1458,14399,20
38000,11553,1440,1462,14455,20
38000,11713,1440,1458,14611,20
38000,15797,1999,2218,20014,20
38000,13119,1548,1456,16123,20
38500,11707,1459,2101,15267,25
38500,11921,1652,1628,15201,25
38500,11974,1483,1476,14933,25
38500,12269,1464,1501,15234,25
38500,11700,1489,1486,14675,25
39000,12055,1465,1557,15077,25
39000,12108,1480,1601,15189,25
39000,12067,1519,1609,15195,25
39000,11920,2143,1632,15695,25
39000,12047,1480,1502,15029,25
39500,12468,1514,1512,15494,25
39500,12141,1526,1515,15182,25
39500,12845,1609,1525,15979,25
39500,12695,1498,1513,15706,25
39500,13014,1497,1568,16079,25
40000,13005,1521,1551,16077,22
40000,12350,1508,1537,15395,22
40000,12095,1524,1533,15152,31
40000,12519,1846,1579,15944,31
40000,13593,1639,1566,16798,31
40500,12269,1566,1560,15395,31
40500,12728,1535,1551,15814,31
40500,12877,1594,1588,16059,31
40500,12541,1551,1547,15639,31
40500,12243,1552,1573,15368,31
41000,12930,1564,1598,16092,30
41000,12893,1560,1590,16043,30
41000,13215,1592,1601,16408,30
41000,14187,1559,1571,17317,30
41000,13648,1562,1570,16780,30
41500,13665,1575,1586,16826,30
41500,13152,1576,1607,16335,30
41500,13603,1583,2012,17198,30
41500,13084,1582,1590,16256,30
41500,13181,1592,1591,16364,30
42000,13001,1588,1671,16260,30
42000,13148,1591,1875,16614,30
42000,13422,1806,1683,16911,30
42000,13345,1594,1603,16542,30
42000,13390,1595,1608,16593,30
42500,13616,1874,1673,17163,30
42500,13149,1620,1633,16402,30
42500,13867,1808,1623,17298,30
42500,13773,1899,2213,17885,30
42500,13338,1667,1633,16638,30
43000,13567,1638,1661,16866,31
43000,13467,1642,1649,16758,35
43000,13494,1804,1656,16954,35
43000,13064,1636,1701,16401,35
43000,13093,1638,1640,16371,35
43500,14021,1646,1665,17332,35
43500,13734,1643,1661,17038,35
43500,13933,1662,1658,17253,35
43500,13870,1651,1656,17177,35
43500,13326,1677,1666,16669,35
44000,13528,1676,1707,16911,35
44000,14308,1697,1940,17945,35
44000,17217,1664,2074,20955,35
44000,13796,2423,1677,17896,35
44000,14095,1712,1694,17501,27
44500,14745,1688,1886,18319,27
44500,15263,1681,1701,18645,27
44500,14565,1682,1708,17955,27
44500,14381,1691,1852,17924,27
44500,14132,1832,1805,17769,27
45000,14214,1924,1717,17855,27
45000,14257,1792,1780,17829,27
45000,14324,1700,1845,17869,27
45000,14793,1712,1723,18228,27
45000,13917,1703,1722,17342,27
45500,15126,1728,1746,18600,28
45500,15567,1947,1839,19353,28
45500,14939,1759,1815,18513,28
45500,14247,1746,1759,17752,28
45500,14867,1777,1979,18623,31
46000,14406,1776,1846,18028,31
46000,14863,1846,1761,18470,31
46000,15053,1742,1927,18722,31
46000,14639,1899,1766,18304,31
46000,14908,1739,1774,18421,31
46500,15019,1759,1878,18656,31
46500,16878,2610,2603,22091,31
46500,18939,1781,1813,22533,31
46500,19445,2130,2395,23970,31
46500,18755,2330,2287,23372,31
47000,15255,1785,1914,18954,31
47000,18056,1736,1742,21534,25
47000,15019,1876,1842,18737,25
47000,14872,1734,1927,18533,25
47000,29987,3189,3192,36368,25
47500,20126,2182,2233,24541,25
47500,16701,1839,1788,20328,25
47500,15236,1856,1785,18877,25
47500,14719,1937,2573,19229,25
47500,14791,1750,1990,18531,25
48000,14707,1805,1785,18297,25
48000,15038,1940,2430,19408,25
48000,17007,1869,1800,20676,26
48000,14536,2506,2455,19497,26
48000,17687,1811,1826,21324,26
48500,15600,1796,1820,19216,26
48500,14870,1784,1805,18459,26
48500,15929,1863,1991,19783,26
48500,15703,1817,1872,19392,26
48500,15578,1834,1838,19250,26
49000,14886,1808,2030,18724,26
49000,15461,1880,1893,19234,26
49000,15537,1877,1888,19302,26
49000,15542,1857,1866,19265,26
49000,16088,2218,1944,20250,26
49500,15659,1872,1909,19440,26
49500,15785,1922,1884,19591,21
49500,16273,1879,2151,20303,21
49500,15455,1886,1878,19219,21
49500,16402,1866,1898,20166,21
50000,16927,1915,1901,20743,21
50000,16324,1888,1932,20144,21
50000,15603,1905,1900,19408,21
50000,15921,1992,1905,19818,21
50000,16216,1886,2229,20331,21
50500,16230,1918,1915,20063,21
50500,17337,1950,1949,21236,21
50500,15952,1904,1925,19781,21
50500,16149,1904,2008,20061,21
50500,16544,2003,2003,20550,21
51000,16170,1928,1930,20028,21
51000,16672,1934,1971,20577,26
51000,16959,1922,2025,20906,26
51000,16390,1919,1930,20239,26
51000,16885,1950,1936,20771,26
51500,16547,1992,2155,20694,25
51500,16171,1933,2146,20250,25
51500,15965,1941,1957,19863,25
51500,16317,1960,1971,20248,25
51500,16080,1939,1979,19998,25
52000,16814,1964,1971,20749,25
52000,16865,1979,1974,20818,25
52000,17184,1954,2060,21198,25
52000,16759,2067,1980,20806,25
52000,16415,1953,2658,21026,33
52500,16733,1987,2029,20749,32
52500,16987,2012,2079,21078,32
52500,16614,2014,1999,20627,32
52500,16397,2003,1996,20396,32
52500,16870,1988,1985,20843,32
53000,17355,2070,2001,21426,32
53000,17465,2002,2028,21495,32
53000,16800,2013,2009,20822,32
53000,17014,2024,2020,21058,32
53000,17231,1997,2177,21405,32
53500,17021,2050,2060,21131,33
53500,17608,2040,2029,21677,30
53500,19121,2210,2197,23528,30
53500,18269,2049,2036,22354,30
53500,17552,2124,2126,21802,30
54000,17905,2046,2042,21993,30
54000,17637,2047,2343,22027,30
54000,18139,2037,2054,22230,30
54000,17509,2083,2050,21642,30
54000,17554,2042,2060,21656,30
54500,17526,2120,2228,21874,30
54500,17792,2058,2084,21934,30
54500,18418,2211,2412,23041,27
54500,17510,2069,2116,21695,27
54500,17597,2056,2055,21708,27
55000,18862,2076,2134,23072,27
55000,19725,2062,2074,23861,27
55000,17310,2218,2108,21636,27
55000,17659,2340,2445,22444,27
55000,18043,2230,2202,22475,27
55500,19231,2140,2111,23482,27
55500,19554,2186,2193,23933,27
55500,18889,2073,2093,23055,27
55500,17579,2103,2090,21772,27
55500,19075,2080,2086,23241,30
56000,19486,2112,2126,23724,29
56000,23420,2405,2290,28115,29
56000,18349,2138,2130,22617,29
56000,18132,2104,2226,22462,29
56000,18019,2096,2118,22233,29
56500,18565,2128,2141,22834,29
56500,18507,2121,2227,22855,29
56500,18537,2365,2210,23112,29
56500,17732,2121,2139,21992,29
56500,18578,3247,2137,23962,29
57000,19482,2170,2278,23930,26
57000,19277,2160,2158,23595,26
57000,19574,2192,2307,24073,26
57000,18839,2129,2282,23250,26
57000,19617,2517,2331,24465,26
57500,19003,2146,2195,23344,26
57500,18366,2203,2334,22903,26
57500,18248,2153,2363,22764,26
57500,18099,2154,2177,22430,26
57500,18098,2273,2186,22557,26
58000,18282,2211,2182,22675,26
58000,19185,2172,2208,23565,26
58000,18808,2207,2188,23203,33
58000,19410,2181,2275,23866,33
58000,19747,2172,2276,24195,33
58500,18759,2206,2204,23169,34
58500,18681,2245,2238,23164,34
58500,18647,2184,2325,23156,34
58500,18835,2300,2274,23409,34
58500,18764,2206,2209,23179,34
59000,19459,2463,2273,24195,34
59000,19123,2300,2242,23665,34
59000,18700,2369,2226,23295,27
59000,18807,2251,2226,23284,27
59000,19705,2235,2308,24248,27
59500,19963,2487,2261,24711,27
59500,19037,2240,2294,23571,27
59500,19659,2344,2235,24238,27
59500,20204,2237,2258,24699,27
59500,19469,2311,2237,24017,27
60000,19837,2238,2282,24357,28
60000,20263,2422,2289,24974,28
60000,19001,2268,2376,23645,28
60000,19376,2272,2300,23948,25
60000,19382,2241,2346,23969,25
60500,20252,2643,2278,25173,25
60500,20429,2265,2379,25073,25
60500,19753,2278,2952,24983,25
60500,19343,2294,2305,23942,25
60500,19897,2488,2342,24727,25
61000,19779,2296,2286,24361,25
61000,19465,2293,2320,24078,25
61000,20110,2437,2506,25053,25
61000,19253,2286,2309,23848,25
61000,21511,2605,2295,26411,33
61500,19617,2320,2313,24250,33
61500,19593,2282,2333,24208,33
61500,19872,2300,2319,24491,33
61500,19757,2292,2352,24401,33
61500,19722,2332,2312,24366,33
62000,20451,2312,2332,25095,34
62000,20542,2354,2325,25221,34
62000,19910,2324,2333,24567,34
62000,22317,2383,2443,27143,34
62000,20932,2317,2338,25587,28
62500,20214,2356,2348,24918,28
62500,20638,2516,2363,25517,28
62500,20888,2395,2474,25757,28
62500,20880,2477,2381,25738,28
62500,21157,2328,2910,26395,28
63000,20803,2634,2417,25854,28
63000,20700,2406,2366,25472,28
63000,20512,2355,2546,25413,28
63000,20739,2347,2387,25473,28
63000,20873,2377,2377,25627,28
63500,21196,2364,2517,26077,29
63500,20491,2380,2370,25241,29
63500,20559,2378,2473,25410,29
63500,21221,2387,2410,26018,29
63500,20987,2404,2546,25937,29
64000,20385,2425,2461,25271,29
64000,20294,2406,2413,25113,29
64000,21351,2545,2441,26337,29
64000,21069,2390,2457,25916,29
64000,20261,2570,2434,25265,29
64500,20817,2555,2413,25785,29
64500,21076,2410,2423,25909,29
64500,20445,2433,2424,25302,29
64500,20818,2407,2421,25646,29
64500,20807,2417,2462,25686,29
65000,20794,2423,2912,26129,29
65000,21220,2443,2433,26096,29
65000,21004,2445,2436,25885,29
65000,21224,2467,2439,26130,29
65000,24852,2465,2535,29852,29
65500,21381,2477,2522,26380,30
65500,20876,2438,2470,25784,30
65500,20864,2453,2458,25775,30
65500,26428,3697,3906,34031,30
65500,22143,2497,2468,27108,30
66000,22396,3320,3656,29372,30
66000,23782,15355,3711,42848,30
66000,24901,2877,2722,30500,30
66000,22132,3477,2863,28472,30
66000,27077,2475,2524,32076,26
66500,21579,2466,3429,27474,26
66500,27549,3940,3064,34553,26
66500,25296,3110,2788,31194,26
66500,23591,2897,2475,28963,26
66500,21401,2448,2444,26293,26
67000,21933,2501,2501,26935,26
67000,22553,2512,2550,27615,26
67000,21662,2594,2647,26903,26
67000,22882,2497,2512,27891,28
67000,22272,2498,2497,27267,28
67500,22124,2535,2518,27177,28
67500,25877,3253,3254,32384,28
67500,24118,2454,2647,29219,28
67500,30837,4982,3263,39082,28
67500,24532,2489,2490,29511,28
68000,28396,3206,3181,34783,29
68000,24452,4055,2636,31143,29
68000,31076,3610,2749,37435,24
68000,25420,2533,2516,30469,24
68000,23035,2624,2600,28259,24
68500,23330,2527,3879,29736,24
68500,23172,2498,2611,28281,24
68500,22803,2547,2515,27865,24
68500,21739,2746,2935,27420,24
68500,22304,2714,2554,27572,24
69000,22214,2797,3147,28158,24
69000,26051,3531,3026,32608,24
69000,22229,2524,2676,27429,27
69000,23658,2539,2538,28735,27
69000,21740,2819,4125,28684,27
69500,23125,2530,2547,28202,27
69500,29132,2534,2589,34255,27
69500,27177,3663,3304,34144,27
69500,22159,2533,3483,28175,27
69500,22532,2573,2546,27651,27
70000,22257,2532,2560,27349,27
70000,23910,2547,2665,29122,27
70000,24171,3175,3446,30792,28
70000,23982,2533,2672,29187,28
70000,22161,2569,2557,27287,28
70500,23048,2854,2645,28547,29
70500,23506,2606,2620,28732,29
70500,23103,2624,2631,28358,29
70500,22803,2629,2659,28091,29
70500,23066,2796,2653,28515,29
71000,23961,2631,2993,29585,29
71000,23365,3360,2686,29411,29
71000,23517,2673,2667,28857,29
71000,24040,2619,2669,29328,29
71000,23761,2636,3011,29408,29
71500,23320,2647,3026,28993,29
71500,25085,2698,2764,30547,29
71500,24583,2676,2671,29930,29
71500,24489,2715,2826,30030,29
71500,23260,2660,2801,28721,29
72000,23462,2668,2670,28800,29
72000,26344,3959,3976,34279,29
72000,23774,2796,2776,29346,29
72000,24169,2668,2730,29567,29
72000,23775,2661,2749,29185,29
72500,23855,2786,2721,29362,29
72500,24598,2687,2852,30137,29
72500,24187,2731,2696,29614,29
72500,24174,2676,2718,29568,29
72500,23113,2651,2642,28406,32
73000,23408,2707,2672,28787,32
73000,23429,2643,2687,28759,32
73000,26537,3327,2989,32853,32
73000,23892,2680,2664,29236,32
73000,23355,2671,2669,28695,32
73500,24120,2656,2669,29445,32
73500,27326,2693,2754,32773,32
73500,24791,2736,2794,30321,32
73500,24138,2722,3348,30208,24
73500,24851,2761,2782,30394,24
74000,24945,2787,2792,30524,24
74000,24425,2799,3354,30578,24
74000,24712,2752,2775,30239,24
74000,24764,2755,2772,30291,24
74000,24132,2738,2745,29615,24
74500,24634,2752,2777,30163,24
74500,24039,2755,3132,29926,24
74500,24072,2749,2805,29626,35
74500,24533,2771,2772,30076,35
74500,24527,2762,2765,30054,35
75000,25074,2775,2822,30671,35
75000,24547,2757,2943,30247,35
75000,25985,2811,2824,31620,35
75000,24968,4009,4351,33328,35
75000,24363,2787,2780,29930,35
75500,24445,2998,2803,30246,28
75500,24530,3314,2799,30643,28
75500,24797,2797,2793,30387,28
75500,24375,2808,2812,29995,28
75500,25144,2817,2851,30812,28
76000,25308,2860,3346,31514,28
76000,24849,2818,3167,30834,28
76000,25819,2892,2818,31529,28
76000,24697,2818,2822,30337,28
76000,24860,2801,2981,30642,33
76500,25015,2795,2838,30648,33
76500,24989,2773,3253,31015,33
76500,24648,2763,3523,30934,33
76500,24927,2765,2769,30461,33
76500,27562,4862,4280,36704,33
77000,24744,2782,2878,30404,33
77000,27825,3393,3065,34283,33
77000,24718,2795,2798,30311,23
77000,25754,2842,2984,31580,23
77000,25130,3220,2867,31217,23
77500,26314,3146,3250,32710,23
77500,25137,3583,3650,32370,23
77500,26652,3033,2897,32582,23
77500,25933,2921,3336,32190,23
77500,27017,2908,2940,32865,23
78000,26317,2920,2885,32122,23
78000,25775,2864,3007,31646,23
78000,27941,2909,2979,33829,30
78000,25533,3042,2895,31470,30
78000,26263,2871,3550,32684,30
78500,25749,3022,2887,31658,30
78500,26694,2962,2979,32635,30
78500,26073,3070,2907,32050,30
78500,26067,3287,2951,32305,30
78500,26075,2977,2907,31959,30
79000,26655,2956,2943,32554,35
79000,27076,2955,2928,32959,35
79000,26269,2947,2933,32149,35
79000,36794,4153,4264,45211,35
79000,30776,4088,4211,39075,35
79500,27990,3142,3011,34143,35
79500,26011,2946,3032,31989,35
79500,26075,2944,2944,31963,28
79500,26354,2942,2945,32241,28
79500,26572,2964,2926,32462,28
80000,26862,3065,2994,32921,28
80000,26758,2933,3009,32700,28
80000,27151,2958,2998,33107,28
80000,30247,3067,3234,36548,28
80000,26557,3291,2935,32783,28
80500,26905,3186,3076,33167,30
80500,27904,3132,2974,34010,30
80500,26382,2966,3124,32472,30
80500,27624,2968,3006,33598,30
80500,27504,2954,3001,33459,30
81000,26879,2979,2972,32830,30
81000,28217,2984,3133,34334,30
81000,28627,2975,3446,35048,30
81000,28202,3101,2991,34294,27
