-60000,-58198.2
-59992.7,-59241.9
-59974.4,-59857.2
-59959.7,-59967
-59824.2,-59992.7
-58824.4,-59996.3
-55891,-60000
58751.2,-60000
59652.1,-59981.7
59751,-59886.5
59989,-59560.5
59996.3,-58908.7
60000,-55898.3
60000,50518.5
59996.3,59190.7
59989,59333.5
59908.4,59718
59827.9,59897.5
59256.6,59985.4
57784.4,60000
-59633.8,60000
-59926.8,59978
-59967,59838.9
-59989,59703.4
-60000,58597.4
