-55702.9,-22297.6
-55688.9,-22332.6
-55674.9,-22367.6
-55660.8,-22402.6
-55646.7,-22437.5
-55632.6,-22472.5
-55618.5,-22507.5
-55604.3,-22542.4
-55590.1,-22577.3
-55575.9,-22612.3
-55561.7,-22647.2
-55547.5,-22682.1
-55533.2,-22717
-55518.9,-22751.9
-55504.6,-22786.7
-55490.3,-22821.6
-55476,-22856.5
-55461.6,-22891.3
-55447.2,-22926.2
-55432.8,-22961
-55418.3,-22995.8
-55403.9,-23030.6
-55389.4,-23065.5
-55374.9,-23100.2
-55360.4,-23135
-55345.8,-23169.8
-55331.2,-23204.6
-55316.7,-23239.4
-55302,-23274.1
-55287.4,-23308.8
-55272.8,-23343.6
-55258.1,-23378.3
-55243.4,-23413
-55228.7,-23447.7
-55213.9,-23482.4
-55199.1,-23517.1
-55184.4,-23551.8
-55169.6,-23586.4
-55154.7,-23621.1
-55139.9,-23655.8
-55125,-23690.4
-55110.1,-23725
-55095.2,-23759.7
-55080.2,-23794.3
-55065.3,-23828.9
-55050.3,-23863.5
-55035.3,-23898
-55020.3,-23932.6
-55005.2,-23967.2
-54990.1,-24001.8
-54975.1,-24036.3
-54959.9,-24070.8
-54944.8,-24105.4
-54929.6,-24139.9
-54914.5,-24174.4
-54899.3,-24208.9
-54884.1,-24243.4
-54868.8,-24277.8
-54853.5,-24312.3
-54838.3,-24346.8
-54822.9,-24381.2
-54807.6,-24415.7
-54792.3,-24450.1
-54776.9,-24484.5
-54761.5,-24518.9
-54746.1,-24553.3
-54730.6,-24587.7
-54715.2,-24622.1
-54699.7,-24656.5
-54684.2,-24690.9
-54668.7,-24725.2
-54653.1,-24759.6
-54637.6,-24793.9
-54622,-24828.2
-54606.4,-24862.5
-54590.7,-24896.8
-54575.1,-24931.1
-54559.4,-24965.4
-54543.7,-24999.7
-54528,-25034
-54512.2,-25068.2
-54496.5,-25102.5
-54480.7,-25136.7
-54464.9,-25170.9
-54449.1,-25205.1
-54433.2,-25239.3
-54417.3,-25273.5
-54401.5,-25307.7
-54385.5,-25341.9
-54369.6,-25376.1
-54353.7,-25410.2
-54337.7,-25444.4
-54321.7,-25478.5
-54305.7,-25512.6
-54289.6,-25546.8
-54273.6,-25580.9
-54257.5,-25615
-54241.4,-25649
-54225.2,-25683.1
-54209.1,-25717.2
-54192.9,-25751.2
-54176.7,-25785.3
-54160.5,-25819.3
-54144.3,-25853.3
-54128,-25887.4
-54111.8,-25921.4
-54095.5,-25955.4
-54079.1,-25989.3
-54062.8,-26023.3
-54046.4,-26057.3
-54030.1,-26091.2
-54013.7,-26125.2
-53997.2,-26159.1
-53980.8,-26193
-53964.3,-26226.9
-53947.8,-26260.8
-53931.3,-26294.7
-53914.8,-26328.6
-53898.2,-26362.5
-53881.7,-26396.4
-53865.1,-26430.2
-53848.4,-26464
-53831.8,-26497.9
-53815.1,-26531.7
-53798.5,-26565.5
-53781.8,-26599.3
-53765,-26633.1
-53748.3,-26666.8
-53731.5,-26700.6
-53714.7,-26734.4
-53697.9,-26768.1
-53681.1,-26801.9
-53664.3,-26835.6
-53647.4,-26869.3
-53630.5,-26903
-53613.6,-26936.7
-53596.6,-26970.4
-53579.7,-27004
-53562.7,-27037.7
-53545.7,-27071.3
-53528.7,-27105
-53511.6,-27138.6
-53494.6,-27172.2
-53477.5,-27205.8
-53460.4,-27239.4
-53443.3,-27273
-53426.1,-27306.6
-53408.9,-27340.2
-53391.8,-27373.7
-53374.6,-27407.2
-53357.3,-27440.8
-53340.1,-27474.3
-53322.8,-27507.8
-53305.5,-27541.3
-53288.2,-27574.8
-53270.8,-27608.3
-53253.5,-27641.7
-53236.1,-27675.2
-53218.7,-27708.6
-53201.3,-27742.1
-53183.9,-27775.5
-53166.4,-27808.9
-53148.9,-27842.3
-53131.4,-27875.7
-53113.9,-27909.1
-53096.3,-27942.4
-53078.8,-27975.8
-53061.2,-28009.1
-53043.6,-28042.5
-53025.9,-28075.8
-53008.3,-28109.1
-52990.6,-28142.4
-52972.9,-28175.7
-52955.2,-28209
-52937.5,-28242.2
-52919.7,-28275.5
-52901.9,-28308.7
-52884.1,-28342
-52866.3,-28375.2
-52848.5,-28408.4
-52830.6,-28441.6
-52812.7,-28474.8
-52794.8,-28508
-52776.9,-28541.1
-52759,-28574.3
-52741,-28607.4
-52723,-28640.6
-52705,-28673.7
-52687,-28706.8
-52668.9,-28739.9
-52650.9,-28773
-52632.8,-28806.1
-52614.7,-28839.1
-52596.6,-28872.2
-52578.4,-28905.2
-52560.2,-28938.2
-52542,-28971.3
-52523.8,-29004.3
-52505.6,-29037.3
-52487.3,-29070.2
-52469.1,-29103.2
-52450.8,-29136.2
-52432.4,-29169.1
-52414.1,-29202.1
-52395.8,-29235
-52377.4,-29267.9
-52359,-29300.8
-52340.6,-29333.7
-52322.1,-29366.6
-52303.6,-29399.5
-52285.2,-29432.3
-52266.7,-29465.2
-52248.1,-29498
-52229.6,-29530.8
-52211,-29563.6
-52192.4,-29596.4
-52173.8,-29629.2
-52155.2,-29662
-52136.6,-29694.8
-52117.9,-29727.5
-52099.2,-29760.3
-52080.5,-29793
-52061.8,-29825.7
-52043,-29858.4
-52024.2,-29891.1
-52005.4,-29923.8
-51986.6,-29956.5
-51967.8,-29989.1
-51949,-30021.8
-51930.1,-30054.4
-51911.2,-30087
-51892.3,-30119.6
-51873.3,-30152.2
-51854.4,-30184.8
-51835.4,-30217.4
-51816.4,-30249.9
-51797.4,-30282.5
-51778.4,-30315
-51759.3,-30347.6
-51740.2,-30380.1
-51721.1,-30412.6
-51702,-30445.1
-51682.9,-30477.6
-51663.7,-30510
-51644.5,-30542.5
-51625.3,-30574.9
-51606.1,-30607.4
-51586.9,-30639.8
-51567.6,-30672.2
-51548.3,-30704.6
-51529,-30737
-51509.7,-30769.3
-51490.4,-30801.7
-51471,-30834
-51451.6,-30866.4
-51432.2,-30898.7
-51412.8,-30931
-51393.3,-30963.3
-51373.9,-30995.6
-51354.4,-31027.9
-51334.9,-31060.1
-51315.3,-31092.4
-51295.8,-31124.6
-51276.2,-31156.8
-51256.6,-31189
-51237,-31221.2
-51217.4,-31253.4
-51197.8,-31285.6
-51178.1,-31317.8
-51158.4,-31349.9
-51138.7,-31382.1
-51119,-31414.2
-51099.2,-31446.3
-51079.5,-31478.4
-51059.7,-31510.5
-51039.9,-31542.6
-51020,-31574.6
-51000.2,-31606.7
-50980.3,-31638.7
-50960.4,-31670.7
-50940.5,-31702.7
-50920.6,-31734.7
-50900.6,-31766.7
-50880.7,-31798.7
-50860.7,-31830.7
-50840.7,-31862.6
-50820.6,-31894.6
-50800.6,-31926.5
-50780.5,-31958.4
-50760.4,-31990.3
-50740.3,-32022.2
-50720.2,-32054.1
-50700,-32085.9
-50679.9,-32117.8
-50659.7,-32149.6
-50639.5,-32181.4
-50619.2,-32213.2
-50599,-32245
-50578.7,-32276.8
-50558.4,-32308.6
-50538.1,-32340.4
-50517.8,-32372.1
-50497.4,-32403.8
-50477.1,-32435.6
-50456.7,-32467.3
-50436.3,-32499
-50415.8,-32530.7
-50395.4,-32562.3
-50374.9,-32594
-50354.4,-32625.6
-50333.9,-32657.3
-50313.4,-32688.9
-50292.8,-32720.5
-50272.3,-32752.1
-50251.7,-32783.7
-50231.1,-32815.2
-50210.4,-32846.8
-50189.8,-32878.3
-50169.1,-32909.9
-50148.4,-32941.4
-50127.7,-32972.9
-50107,-33004.4
-50086.3,-33035.8
-50065.5,-33067.3
-50044.7,-33098.7
-50023.9,-33130.2
-50003.1,-33161.6
-49982.2,-33193
-49961.4,-33224.4
-49940.5,-33255.8
-49919.6,-33287.2
-49898.6,-33318.5
-49877.7,-33349.9
-49856.7,-33381.2
-49835.8,-33412.5
-49814.8,-33443.8
-49793.7,-33475.1
-49772.7,-33506.4
-49751.6,-33537.7
-49730.5,-33568.9
-49709.4,-33600.2
-49688.3,-33631.4
-49667.2,-33662.6
-49646,-33693.8
-49624.8,-33725
-49603.6,-33756.2
-49582.4,-33787.3
-49561.2,-33818.5
-49539.9,-33849.6
-49518.6,-33880.7
-49497.3,-33911.8
-49476,-33942.9
-49454.7,-33974
-49433.3,-34005.1
-49412,-34036.1
-49390.6,-34067.2
-49369.1,-34098.2
-49347.7,-34129.2
-49326.3,-34160.2
-49304.8,-34191.2
-49283.3,-34222.2
-49261.8,-34253.1
-49240.2,-34284.1
-49218.7,-34315
-49197.1,-34345.9
-49175.5,-34376.8
-49153.9,-34407.7
-49132.3,-34438.6
-49110.7,-34469.5
-49089,-34500.3
-49067.3,-34531.2
-49045.6,-34562
-49023.9,-34592.8
-49002.1,-34623.6
-48980.4,-34654.4
-48958.6,-34685.1
-48936.8,-34715.9
-48914.9,-34746.6
-48893.1,-34777.4
-48871.2,-34808.1
-48849.4,-34838.8
-48827.5,-34869.5
-48805.5,-34900.1
-48783.6,-34930.8
-48761.6,-34961.4
-48739.7,-34992.1
-48717.7,-35022.7
-48695.7,-35053.3
-48673.6,-35083.9
-48651.6,-35114.4
-48629.5,-35145
-48607.4,-35175.6
-48585.3,-35206.1
-48563.2,-35236.6
-48541,-35267.1
-48518.9,-35297.6
-48496.7,-35328.1
-48474.5,-35358.5
-48452.2,-35389
-48430,-35419.4
-48407.7,-35449.9
-48385.4,-35480.3
-48363.1,-35510.7
-48340.8,-35541
-48318.5,-35571.4
-48296.1,-35601.8
-48273.7,-35632.1
-48251.3,-35662.4
-48228.9,-35692.7
-48206.5,-35723
-48184,-35753.3
-48161.6,-35783.6
-48139.1,-35813.8
-48116.6,-35844.1
-48094,-35874.3
-48071.5,-35904.5
-48048.9,-35934.7
-48026.3,-35964.9
-48003.7,-35995.1
-47981.1,-36025.2
-47958.4,-36055.4
-47935.8,-36085.5
-47913.1,-36115.6
-47890.4,-36145.7
-47867.7,-36175.8
-47844.9,-36205.8
-47822.2,-36235.9
-47799.4,-36265.9
-47776.6,-36296
-47753.8,-36326
-47731,-36356
-47708.1,-36386
-47685.2,-36415.9
-47662.3,-36445.9
-47639.4,-36475.8
-47616.5,-36505.7
-47593.6,-36535.6
-47570.6,-36565.6
-47547.6,-36595.4
-47524.6,-36625.3
-47501.6,-36655.2
-47478.5,-36685
-47455.5,-36714.8
-47432.4,-36744.6
-47409.3,-36774.4
-47386.2,-36804.2
-47363.1,-36834
-47339.9,-36863.7
-47316.7,-36893.5
-47293.5,-36923.2
-47270.3,-36952.9
-47247.1,-36982.6
-47223.9,-37012.3
-47200.6,-37041.9
-47177.3,-37071.6
-47154,-37101.2
-47130.7,-37130.8
-47107.3,-37160.4
-47084,-37190
-47060.6,-37219.6
-47037.2,-37249.2
-47013.8,-37278.7
-46990.4,-37308.2
-46966.9,-37337.8
-46943.5,-37367.3
-46920,-37396.8
-46896.5,-37426.2
-46872.9,-37455.7
-46849.4,-37485.1
-46825.8,-37514.6
-46802.2,-37544
-46778.6,-37573.4
-46755,-37602.8
-46731.4,-37632.1
-46707.7,-37661.5
-46684.1,-37690.8
-46660.4,-37720.1
-46636.7,-37749.5
-46612.9,-37778.7
-46589.2,-37808
-46565.4,-37837.3
-46541.6,-37866.6
-46517.8,-37895.8
-46494,-37925
-46470.2,-37954.2
-46446.3,-37983.4
-46422.5,-38012.6
-46398.6,-38041.7
-46374.6,-38070.9
-46350.7,-38100
-46326.8,-38129.1
-46302.8,-38158.2
-46278.8,-38187.3
-46254.8,-38216.4
-46230.8,-38245.4
-46206.8,-38274.5
-46182.7,-38303.5
-46158.6,-38332.5
-46134.5,-38361.5
-46110.4,-38390.5
-46086.3,-38419.4
-46062.1,-38448.4
-46038,-38477.3
-46013.8,-38506.2
-45989.6,-38535.2
-45965.4,-38564
-45941.1,-38592.9
-45916.9,-38621.8
-45892.6,-38650.6
-45868.3,-38679.4
-45844,-38708.3
-45819.7,-38737.1
-45795.3,-38765.8
-45770.9,-38794.6
-45746.6,-38823.4
-45722.1,-38852.1
-45697.7,-38880.8
-45673.3,-38909.5
-45648.8,-38938.2
-45624.4,-38966.9
-45599.9,-38995.5
-45575.4,-39024.2
-45550.8,-39052.8
-45526.3,-39081.4
-45501.7,-39110
-45477.1,-39138.6
-45452.5,-39167.2
-45427.9,-39195.7
-45403.3,-39224.2
-45378.6,-39252.8
-45354,-39281.3
-45329.3,-39309.8
-45304.6,-39338.2
-45279.8,-39366.7
-45255.1,-39395.1
-45230.3,-39423.6
-45205.5,-39452
-45180.7,-39480.4
-45155.9,-39508.8
-45131.1,-39537.1
-45106.2,-39565.5
-45081.4,-39593.8
-45056.5,-39622.1
-45031.6,-39650.4
-45006.7,-39678.7
-44981.7,-39707
-44956.8,-39735.2
-44931.8,-39763.5
-44906.8,-39791.7
-44881.8,-39819.9
-44856.8,-39848.1
-44831.7,-39876.3
-44806.7,-39904.4
-44781.6,-39932.6
-44756.5,-39960.7
-44731.4,-39988.8
-44706.2,-40016.9
-44681.1,-40045
-44655.9,-40073.1
-44630.7,-40101.1
-44605.5,-40129.2
-44580.3,-40157.2
-44555,-40185.2
-44529.8,-40213.2
-44504.5,-40241.1
-44479.2,-40269.1
-44453.9,-40297
-44428.6,-40324.9
-44403.2,-40352.9
-44377.9,-40380.7
-44352.5,-40408.6
-44327.1,-40436.5
-44301.7,-40464.3
-44276.2,-40492.2
-44250.8,-40520
-44225.3,-40547.8
-44199.8,-40575.5
-44174.3,-40603.3
-44148.8,-40631
-44123.3,-40658.8
-44097.7,-40686.5
-44072.1,-40714.2
-44046.6,-40741.9
-44020.9,-40769.5
-43995.3,-40797.2
-43969.7,-40824.8
-43944,-40852.5
-43918.3,-40880.1
-43892.6,-40907.6
-43866.9,-40935.2
-43841.2,-40962.8
-43815.5,-40990.3
-43789.7,-41017.8
-43763.9,-41045.3
-43738.1,-41072.8
-43712.3,-41100.3
-43686.5,-41127.8
-43660.6,-41155.2
-43634.8,-41182.6
-43608.9,-41210
