10,11,9,0.1
10,7,9,0.1
10,10,9,0.1
10,10,9,0.1
10,8,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,8,0.2
10,6,8,0.2
10,6,8,0.2
10,6,8,0.2
10,7,8,0.2
10,7,8,0.2
10,6,8,0.2
10,7,8,0.2
10,6,8,0.2
10,6,8,0.2
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,8,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,11,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,20,5,0.5
10,6,5,0.5
10,5,5,0.5
10,5,5,0.5
10,5,5,0.5
10,5,5,0.5
10,5,5,0.5
10,6,5,0.5
10,5,5,0.5
10,5,5,0.5
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,9,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,11,8,0.6
10,7,8,0.6
10,7,8,0.6
100,35,10,0.1
100,34,10,0.1
100,34,10,0.1
100,34,10,0.1
100,34,10,0.1
100,64,10,0.1
100,34,10,0.1
100,34,10,0.1
100,34,10,0.1
100,34,10,0.1
100,105,20,0.2
100,64,20,0.2
100,66,20,0.2
100,67,20,0.2
100,64,20,0.2
100,65,20,0.2
100,64,20,0.2
100,64,20,0.2
100,64,20,0.2
100,67,20,0.2
100,104,30,0.3
100,94,30,0.3
100,94,30,0.3
100,97,30,0.3
100,93,30,0.3
100,97,30,0.3
100,94,30,0.3
100,93,30,0.3
100,97,30,0.3
100,94,30,0.3
100,124,40,0.4
100,124,40,0.4
100,156,40,0.4
100,124,40,0.4
100,124,40,0.4
100,125,40,0.4
100,151,40,0.4
100,125,40,0.4
100,126,40,0.4
100,194,40,0.4
100,157,50,0.5
100,173,50,0.5
100,154,50,0.5
100,154,50,0.5
100,153,50,0.5
100,160,50,0.5
100,153,50,0.5
100,163,50,0.5
100,154,50,0.5
100,154,50,0.5
100,192,60,0.6
100,192,60,0.6
100,198,60,0.6
100,184,60,0.6
100,183,60,0.6
100,299,60,0.6
100,184,60,0.6
100,183,60,0.6
100,187,60,0.6
100,189,60,0.6
1000,2986,100,0.1
1000,2945,100,0.1
1000,3054,100,0.1
1000,4127,100,0.1
1000,3058,100,0.1
1000,3035,100,0.1
1000,3069,100,0.1
1000,3262,100,0.1
1000,2993,100,0.1
1000,3023,100,0.1
1000,6176,200,0.2
1000,6287,200,0.2
1000,6618,200,0.2
1000,6328,200,0.2
1000,7295,200,0.2
1000,8904,200,0.2
1000,6888,200,0.2
1000,6368,200,0.2
1000,6301,200,0.2
1000,5956,200,0.2
1000,9023,300,0.3
1000,9310,300,0.3
1000,9649,300,0.3
1000,10231,300,0.3
1000,9090,300,0.3
1000,9813,300,0.3
1000,9750,300,0.3
1000,9193,300,0.3
1000,9579,300,0.3
1000,9765,300,0.3
1000,14223,400,0.4
1000,17008,400,0.4
1000,15164,400,0.4
1000,18222,400,0.4
1000,12259,400,0.4
1000,13024,400,0.4
1000,12262,400,0.4
1000,12780,400,0.4
1000,12100,400,0.4
1000,12508,400,0.4
1000,15223,500,0.5
1000,15699,500,0.5
1000,15556,500,0.5
1000,16483,500,0.5
1000,16862,500,0.5
1000,17105,500,0.5
1000,15267,500,0.5
1000,15352,500,0.5
1000,15000,500,0.5
1000,19528,500,0.5
1000,20191,600,0.6
1000,18389,600,0.6
1000,19410,600,0.6
1000,18551,600,0.6
1000,23475,600,0.6
1000,19474,600,0.6
1000,17900,600,0.6
1000,18759,600,0.6
1000,18837,600,0.6
1000,18443,600,0.6
10000,314879,1000,0.1
10000,306402,1000,0.1
10000,298555,1000,0.1
10000,302970,1000,0.1
10000,309084,1000,0.1
10000,301435,1000,0.1
10000,319745,1000,0.1
10000,364043,1000,0.1
10000,304638,1000,0.1
10000,308138,1000,0.1
10000,611030,2000,0.2
10000,608415,2000,0.2
10000,621448,2000,0.2
10000,666052,2000,0.2
10000,623078,2000,0.2
10000,725315,2000,0.2
10000,639194,2000,0.2
10000,630270,2000,0.2
10000,617003,2000,0.2
10000,614473,2000,0.2
10000,918817,3000,0.3
10000,918692,3000,0.3
10000,917259,3000,0.3
10000,920176,3000,0.3
10000,916067,3000,0.3
10000,963151,3000,0.3
10000,925755,3000,0.3
10000,923115,3000,0.3
10000,931884,3000,0.3
10000,921797,3000,0.3
10000,1227739,4000,0.4
10000,1233254,4000,0.4
10000,1252693,4000,0.4
10000,1227198,4000,0.4
10000,1227503,4000,0.4
10000,1262915,4000,0.4
10000,1293004,4000,0.4
10000,1243904,4000,0.4
10000,1244097,4000,0.4
10000,1237884,4000,0.4
10000,1552075,5000,0.5
10000,1542632,5000,0.5
10000,1556783,5000,0.5
10000,1605370,5000,0.5
10000,1602622,5000,0.5
10000,1682679,5000,0.5
10000,1548862,5000,0.5
10000,1531025,5000,0.5
10000,1537890,5000,0.5
10000,1542293,5000,0.5
10000,1862350,6000,0.6
10000,1871155,6000,0.6
10000,1958706,6000,0.6
10000,1860381,6000,0.6
10000,1957688,6000,0.6
10000,1867104,6000,0.6
10000,1900036,6000,0.6
10000,1867638,6000,0.6
10000,1980804,6000,0.6
10000,1873421,6000,0.6
100000,31305391,10000,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,8,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,9,0.1
10,7,8,0.2
10,6,8,0.2
10,6,8,0.2
10,6,8,0.2
10,7,8,0.2
10,7,8,0.2
10,7,8,0.2
10,7,8,0.2
10,6,8,0.2
10,7,8,0.2
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,10,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,9,0.3
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,6,8,0.4
10,6,8,0.4
10,7,8,0.4
10,7,8,0.4
10,7,8,0.4
10,5,5,0.5
10,6,5,0.5
10,5,5,0.5
10,8,5,0.5
10,8,5,0.5
10,6,5,0.5
10,5,5,0.5
10,6,5,0.5
10,5,5,0.5
10,8,5,0.5
10,7,8,0.6
10,14,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,7,8,0.6
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,7,0.7
10,6,8,0.8
10,7,8,0.8
10,6,8,0.8
10,7,8,0.8
10,6,8,0.8
10,10,8,0.8
10,7,8,0.8
10,6,8,0.8
10,10,8,0.8
10,7,8,0.8
10,7,9,0.9
10,8,9,0.9
10,8,9,0.9
10,8,9,0.9
10,7,9,0.9
10,7,9,0.9
10,7,9,0.9
10,11,9,0.9
10,7,9,0.9
10,7,9,0.9
10,7,10,1
10,11,10,1
10,8,10,1
10,7,10,1
10,22,10,1
10,7,10,1
10,7,10,1
10,7,10,1
10,7,10,1
10,7,10,1
100,40,10,0.1
100,35,10,0.1
100,35,10,0.1
100,35,10,0.1
100,34,10,0.1
100,34,10,0.1
100,35,10,0.1
100,35,10,0.1
100,34,10,0.1
100,49,10,0.1
100,64,20,0.2
100,67,20,0.2
100,67,20,0.2
100,66,20,0.2
100,64,20,0.2
100,81,20,0.2
100,64,20,0.2
100,67,20,0.2
100,64,20,0.2
100,65,20,0.2
100,202,30,0.3
100,94,30,0.3
100,94,30,0.3
100,115,30,0.3
100,94,30,0.3
100,93,30,0.3
100,94,30,0.3
100,146,30,0.3
100,94,30,0.3
100,98,30,0.3
100,132,40,0.4
100,124,40,0.4
100,124,40,0.4
100,158,40,0.4
100,141,40,0.4
100,124,40,0.4
100,124,40,0.4
100,192,40,0.4
100,125,40,0.4
100,130,40,0.4
100,154,50,0.5
100,232,50,0.5
100,153,50,0.5
100,160,50,0.5
100,153,50,0.5
100,157,50,0.5
100,157,50,0.5
100,160,50,0.5
100,154,50,0.5
100,154,50,0.5
100,183,60,0.6
100,283,60,0.6
100,183,60,0.6
100,319,60,0.6
100,228,60,0.6
100,184,60,0.6
100,183,60,0.6
100,377,60,0.6
100,237,60,0.6
100,188,60,0.6
100,285,70,0.7
100,266,70,0.7
100,260,70,0.7
100,274,70,0.7
100,333,70,0.7
100,233,70,0.7
100,215,70,0.7
100,236,70,0.7
100,221,70,0.7
100,241,70,0.7
100,266,80,0.8
100,303,80,0.8
100,300,80,0.8
100,256,80,0.8
100,307,80,0.8
100,510,80,0.8
100,313,80,0.8
100,244,80,0.8
100,322,80,0.8
100,328,80,0.8
100,368,90,0.9
100,423,90,0.9
100,270,90,0.9
100,341,90,0.9
100,335,90,0.9
100,350,90,0.9
100,333,90,0.9
100,335,90,0.9
100,277,90,0.9
100,321,90,0.9
100,298,100,1
100,386,100,1
100,300,100,1
100,486,100,1
100,300,100,1
100,414,100,1
100,319,100,1
100,388,100,1
100,463,100,1
100,310,100,1
1000,3075,100,0.1
1000,3235,100,0.1
1000,3382,100,0.1
1000,4632,100,0.1
1000,3304,100,0.1
1000,3098,100,0.1
1000,3839,100,0.1
1000,4551,100,0.1
1000,3821,100,0.1
1000,3757,100,0.1
1000,7432,200,0.2
1000,7104,200,0.2
1000,7789,200,0.2
1000,7405,200,0.2
1000,6896,200,0.2
1000,6471,200,0.2
1000,6569,200,0.2
1000,6101,200,0.2
1000,8448,200,0.2
1000,7234,200,0.2
1000,9682,300,0.3
1000,10151,300,0.3
1000,8987,300,0.3
1000,9301,300,0.3
1000,10137,300,0.3
1000,10089,300,0.3
1000,12056,300,0.3
1000,10017,300,0.3
1000,10435,300,0.3
1000,9495,300,0.3
1000,12066,400,0.4
1000,12952,400,0.4
1000,14009,400,0.4
1000,12106,400,0.4
1000,16009,400,0.4
1000,12632,400,0.4
1000,12468,400,0.4
1000,13447,400,0.4
1000,12457,400,0.4
1000,11956,400,0.4
1000,16958,500,0.5
1000,17572,500,0.5
1000,16598,500,0.5
1000,15632,500,0.5
1000,15464,500,0.5
1000,15408,500,0.5
1000,15357,500,0.5
1000,15623,500,0.5
1000,33832,500,0.5
1000,21248,500,0.5
1000,29105,600,0.6
1000,21665,600,0.6
1000,21732,600,0.6
1000,23034,600,0.6
1000,18924,600,0.6
1000,18936,600,0.6
1000,18143,600,0.6
1000,19144,600,0.6
1000,18157,600,0.6
1000,18901,600,0.6
