10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
10,5,5,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
100,11,11,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
1000,17,17,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
10000,24,24,1
100000,31,31,1
100000,31,31,1
100000,31,31,1
100000,27,27,1
100000,27,27,1
100000,27,27,1
100000,27,27,1
100000,27,27,1
100000,27,27,1
100000,29,29,1
1000000,20,20,1
1000000,24,24,1
1000000,28,28,1
1000000,22,22,1
1000000,26,26,1
1000000,23,23,1
1000000,24,24,1
1000000,20,20,1
1000000,21,21,1
1000000,30,30,1
1000,18,18,1
1000,18,18,1
1000,18,18,1
1000,18,18,1
1000,18,18,1
1500,18,18,1
1500,18,18,1
1500,18,18,1
1500,18,18,1
1500,18,18,1
2000,19,19,1
2000,19,19,1
2000,19,19,1
2000,19,19,1
2000,19,19,1
2500,21,21,1
2500,21,21,1
2500,21,21,1
2500,21,21,1
2500,21,21,1
3000,21,21,1
3000,21,21,1
3000,21,21,1
3000,21,21,1
3000,21,21,1
3500,21,21,1
3500,21,21,1
3500,21,21,1
3500,21,21,1
3500,21,21,1
4000,22,22,1
4000,22,22,1
4000,22,22,1
4000,22,22,1
4000,22,22,1
4500,22,22,1
4500,22,22,1
4500,22,22,1
4500,22,22,1
4500,22,22,1
5000,22,22,1
5000,22,22,1
5000,22,22,1
5000,22,22,1
5000,22,22,1
5500,25,25,1
5500,25,25,1
5500,25,25,1
5500,25,25,1
5500,25,25,1
6000,25,25,1
6000,25,25,1
6000,25,25,1
6000,25,25,1
6000,25,25,1
6500,26,26,1
6500,26,26,1
6500,26,26,1
6500,26,26,1
6500,26,26,1
7000,26,26,1
7000,26,26,1
7000,26,26,1
7000,26,26,1
7000,26,26,1
7500,28,28,1
7500,28,28,1
7500,28,28,1
7500,21,21,1
7500,21,21,1
8000,21,21,1
8000,21,21,1
8000,21,21,1
8000,21,21,1
8000,21,21,1
8500,19,19,1
8500,19,19,1
8500,19,19,1
8500,19,19,1
8500,19,19,1
9000,20,20,1
9000,20,20,1
9000,20,20,1
9000,20,20,1
9000,20,20,1
9500,18,18,1
9500,18,18,1
9500,18,18,1
9500,18,18,1
9500,18,18,1
10000,18,18,1
10000,18,18,1
10000,18,18,1
10000,18,18,1
10000,18,18,1
10500,18,18,1
10500,18,18,1
10500,18,18,1
10500,18,18,1
10500,18,18,1
11000,19,19,1
11000,19,19,1
11000,19,19,1
11000,19,19,1
11000,19,19,1
11500,19,19,1
11500,19,19,1
11500,19,19,1
11500,19,19,1
11500,19,19,1
12000,21,21,1
12000,21,21,1
12000,21,21,1
12000,21,21,1
12000,21,21,1
12500,21,21,1
12500,21,21,1
12500,21,21,1
12500,26,26,1
12500,26,26,1
13000,26,26,1
13000,26,26,1
13000,26,26,1
13000,26,26,1
13000,26,26,1
13500,28,28,1
13500,28,28,1
13500,28,28,1
13500,28,28,1
