10,10,5
10,8,5
10,8,5
10,8,5
10,9,5
10,8,5
10,8,5
10,8,5
10,8,5
10,8,5
100,60,14
100,41,14
100,41,14
100,41,14
100,40,14
100,41,14
100,41,14
100,41,14
100,41,14
100,40,14
1000,485,24
1000,423,24
1000,430,24
1000,430,24
1000,578,24
1000,421,24
1000,421,24
1000,422,24
1000,423,24
1000,530,24
10000,5767,24
10000,6977,24
10000,7266,24
10000,6856,24
10000,5588,24
10000,6237,24
10000,6263,24
10000,9284,24
10000,5966,24
10000,6301,17
100000,70915,29
100000,65706,29
100000,68991,29
100000,64412,29
100000,69047,29
100000,70605,32
100000,67332,32
100000,66617,32
100000,69457,32
100000,68584,32
1000000,885448,907
1000000,752773,670
1000000,819121,867
1000000,773772,765
1000000,777208,938
1000000,762627,759
1000000,763670,427
1000000,771964,1033
1000000,780792,1035
1000000,744425,945
10,12,5
10,29,5
10,10,5
10,8,5
10,9,5
10,9,5
10,8,5
10,9,5
10,8,5
10,7,5
100,40,13
100,40,13
100,41,13
100,41,12
100,41,12
100,42,12
100,41,12
100,41,12
100,42,12
100,40,12
1000,536,20
1000,448,20
1000,423,20
1000,424,20
1000,423,20
1000,424,20
1000,489,20
1000,426,20
1000,426,20
1000,562,20
10000,6108,26
10000,5383,26
10000,6747,26
10000,5883,26
10000,5441,26
10000,5829,26
10000,5076,26
10000,6823,26
10000,5091,26
10000,7256,26
100000,66055,25
100000,64266,25
100000,67761,34
100000,69421,34
100000,67968,34
100000,65436,34
100000,66083,34
100000,101557,26
100000,67986,26
100000,67214,26
1000000,749604,561
1000000,767120,964
1000000,746230,1077
1000000,742148,719
1000000,768094,989
1000000,752783,596
1000000,802489,725
1000000,776923,615
1000000,775301,808
1000000,760659,855
