10,1,0,0,1,5
10,2,0,0,2,6
10,2,1,0,3,6
10,1,0,0,1,6
10,2,0,0,2,6
10,1,0,0,1,6
10,1,0,0,1,6
10,19,0,0,19,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,2,0,0,2,6
10,1,0,0,1,6
10,1,0,0,1,6
10,1,0,0,1,6
10,1,0,0,1,6
10,2,0,0,2,4
10,1,0,0,1,4
10,1,0,0,1,4
10,2,1,0,3,4
10,1,1,0,2,4
10,1,0,0,1,4
10,2,0,0,2,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,1,0,2,4
10,2,0,0,2,4
10,1,0,0,1,4
10,1,0,0,1,4
10,1,0,0,1,5
10,1,0,0,1,5
10,2,0,0,2,5
10,2,0,0,2,5
10,1,0,0,1,5
10,1,0,0,1,5
10,1,0,0,1,5
10,1,0,0,1,5
10,2,0,0,2,5
10,1,0,0,1,5
10,1,0,0,1,6
10,2,0,0,2,6
10,1,0,0,1,6
10,1,0,0,1,6
10,1,0,0,1,6
10,1,1,0,2,6
10,1,0,0,1,6
10,2,0,0,2,6
10,1,0,0,1,6
10,2,0,0,2,6
10,1,0,0,1,7
10,1,0,0,1,7
10,1,0,0,1,7
10,1,0,0,1,7
10,1,0,0,1,7
10,1,0,0,1,7
10,1,0,0,1,7
10,2,0,0,2,7
10,1,0,0,1,7
10,2,0,0,2,7
10,1,0,0,1,8
10,2,0,0,2,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,8
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,1,0,0,1,9
10,2,0,0,2,9
10,1,0,0,1,9
10,1,0,0,1,10
10,2,0,0,2,10
10,2,0,0,2,10
10,1,0,0,1,10
10,1,0,0,1,10
10,1,0,0,1,10
10,1,0,0,1,10
10,1,0,0,1,10
10,1,0,0,1,10
10,1,0,0,1,10
100,21,6,5,32,11
100,15,4,4,23,11
100,15,4,4,23,11
100,23,6,6,35,11
100,15,4,4,23,11
100,15,4,4,23,11
100,15,4,3,22,11
100,15,4,3,22,11
100,15,4,3,22,11
100,15,4,3,22,11
100,16,4,3,23,20
100,16,4,3,23,20
100,24,6,6,36,20
100,23,5,5,33,20
100,16,4,3,23,20
100,16,4,3,23,20
100,16,5,5,26,20
100,23,5,5,33,20
100,24,5,6,35,20
100,15,4,3,22,20
100,22,5,5,32,30
100,21,16,9,46,30
100,15,4,3,22,30
100,27,6,13,46,30
100,15,4,3,22,30
100,22,6,5,33,30
100,15,4,3,22,30
100,18,5,5,28,30
100,15,4,3,22,30
100,15,3,3,21,30
100,22,6,5,33,40
100,15,3,3,21,40
100,23,5,5,33,40
100,15,3,3,21,40
100,22,5,5,32,40
100,15,3,3,21,40
100,18,5,5,28,40
100,23,6,6,35,40
100,14,3,3,20,40
100,23,5,5,33,40
100,20,5,5,30,50
100,15,3,3,21,50
100,23,5,5,33,50
100,14,3,3,20,50
